participant	content	token	lemma	tagged_token	tagged_lemma	file
CHI	yes you    what am i saying   did you need warts to be evil  	['yes', 'you', 'what', 'am', 'i', 'saying', 'did', 'you', 'need', 'warts', 'to', 'be', 'evil']	['yes', 'you', 'what', 'be', 'i', 'say', 'do', 'you', 'need', 'wart', 'to', 'be', 'evil']	[('yes', 'RB'), ('you', 'PRP'), ('what', 'WP'), ('am', 'VBP'), ('i', 'JJ'), ('saying', 'VBG'), ('did', 'VBD'), ('you', 'PRP'), ('need', 'VB'), ('warts', 'NNS'), ('to', 'TO'), ('be', 'VB'), ('evil', 'JJ')]	[('yes', 'RB'), ('you', 'PRP'), ('what', 'WP'), ('be', 'VB'), ('i', 'JJ'), ('say', 'VBP'), ('do', 'VBP'), ('you', 'PRP'), ('need', 'VB'), ('wart', 'VB'), ('to', 'TO'), ('be', 'VB'), ('evil', 'JJ')]	Dyad3-time1-condTD.txt
MOT	warts and eyes to be evil  	['warts', 'and', 'eyes', 'to', 'be', 'evil']	['wart', 'and', 'eye', 'to', 'be', 'evil']	[('warts', 'NNS'), ('and', 'CC'), ('eyes', 'NNS'), ('to', 'TO'), ('be', 'VB'), ('evil', 'JJ')]	[('wart', 'NN'), ('and', 'CC'), ('eye', 'NN'), ('to', 'TO'), ('be', 'VB'), ('evil', 'JJ')]	Dyad3-time1-condTD.txt
CHI	but you could    nice still  	['but', 'you', 'could', 'nice', 'still']	['but', 'you', 'could', 'nice', 'still']	[('but', 'CC'), ('you', 'PRP'), ('could', 'MD'), ('nice', 'VB'), ('still', 'RB')]	[('but', 'CC'), ('you', 'PRP'), ('could', 'MD'), ('nice', 'VB'), ('still', 'RB')]	Dyad3-time1-condTD.txt
MOT	he's  right  	['he', 'is', 'right']	['he', 'be', 'right']	[('he', 'PRP'), ('is', 'VBZ'), ('right', 'JJ')]	[('he', 'PRP'), ('be', 'VB'), ('right', 'JJ')]	Dyad3-time1-condTD.txt
CHI	the only thing that essentially if you have warts yeah and eyes    he's nice but he has nothing  	['the', 'only', 'thing', 'that', 'essentially', 'if', 'you', 'have', 'warts', 'yeah', 'and', 'eyes', 'he', 'is', 'nice', 'but', 'he', 'has', 'nothing']	['the', 'only', 'thing', 'that', 'essentially', 'if', 'you', 'have', 'wart', 'yeah', 'and', 'eye', 'he', 'be', 'nice', 'but', 'he', 'have', 'nothing']	[('the', 'DT'), ('only', 'JJ'), ('thing', 'NN'), ('that', 'WDT'), ('essentially', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('have', 'VBP'), ('warts', 'NNS'), ('yeah', 'NNS'), ('and', 'CC'), ('eyes', 'NNS'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ'), ('but', 'CC'), ('he', 'PRP'), ('has', 'VBZ'), ('nothing', 'NN')]	[('the', 'DT'), ('only', 'JJ'), ('thing', 'NN'), ('that', 'WDT'), ('essentially', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('have', 'VBP'), ('wart', 'VBN'), ('yeah', 'NN'), ('and', 'CC'), ('eye', 'NN'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ'), ('but', 'CC'), ('he', 'PRP'), ('have', 'VBP'), ('nothing', 'NN')]	Dyad3-time1-condTD.txt
MOT	right 'cause he's nice and he has  	['right', 'because', 'he', 'is', 'nice', 'and', 'he', 'has']	['right', 'because', 'he', 'be', 'nice', 'and', 'he', 'have']	[('right', 'RB'), ('because', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('has', 'VBZ')]	[('right', 'RB'), ('because', 'IN'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('have', 'VBP')]	Dyad3-time1-condTD.txt
CHI	'cause he's nice and he has it   he's evil but he has it so we should steal  	['because', 'he', 'is', 'nice', 'and', 'he', 'has', 'it', 'he', 'is', 'evil', 'but', 'he', 'has', 'it', 'so', 'we', 'should', 'steal']	['because', 'he', 'be', 'nice', 'and', 'he', 'have', 'it', 'he', 'be', 'evil', 'but', 'he', 'have', 'it', 'so', 'we', 'should', 'steal']	[('because', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('has', 'VBZ'), ('it', 'PRP'), ('he', 'PRP'), ('is', 'VBZ'), ('evil', 'JJ'), ('but', 'CC'), ('he', 'PRP'), ('has', 'VBZ'), ('it', 'PRP'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('steal', 'VB')]	[('because', 'IN'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('have', 'VBP'), ('it', 'PRP'), ('he', 'PRP'), ('be', 'VB'), ('evil', 'JJ'), ('but', 'CC'), ('he', 'PRP'), ('have', 'VBP'), ('it', 'PRP'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('steal', 'VB')]	Dyad3-time1-condTD.txt
MOT	he's has it so we should steal it  	['he', 'is', 'has', 'it', 'so', 'we', 'should', 'steal', 'it']	['he', 'be', 'have', 'it', 'so', 'we', 'should', 'steal', 'it']	[('he', 'PRP'), ('is', 'VBZ'), ('has', 'VBZ'), ('it', 'PRP'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('steal', 'VB'), ('it', 'PRP')]	[('he', 'PRP'), ('be', 'VB'), ('have', 'VBP'), ('it', 'PRP'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('steal', 'VB'), ('it', 'PRP')]	Dyad3-time1-condTD.txt
CHI	look at us go ten more   ask nice and has it  	['look', 'at', 'us', 'go', 'ten', 'more', 'ask', 'nice', 'and', 'has', 'it']	['look', 'at', 'u', 'go', 'ten', 'more', 'ask', 'nice', 'and', 'have', 'it']	[('look', 'NN'), ('at', 'IN'), ('us', 'PRP'), ('go', 'VBP'), ('ten', 'RB'), ('more', 'RBR'), ('ask', 'JJ'), ('nice', 'NN'), ('and', 'CC'), ('has', 'VBZ'), ('it', 'PRP')]	[('look', 'NN'), ('at', 'IN'), ('u', 'JJ'), ('go', 'VBP'), ('ten', 'RB'), ('more', 'RBR'), ('ask', 'JJ'), ('nice', 'NN'), ('and', 'CC'), ('have', 'VBP'), ('it', 'PRP')]	Dyad3-time1-condTD.txt
MOT	'cause the eyes right  	['because', 'the', 'eyes', 'right']	['because', 'the', 'eye', 'right']	[('because', 'IN'), ('the', 'DT'), ('eyes', 'NNS'), ('right', 'RB')]	[('because', 'IN'), ('the', 'DT'), ('eye', 'NN'), ('right', 'NN')]	Dyad3-time1-condTD.txt
CHI	and but   	['and', 'but']	['and', 'but']	[('and', 'CC'), ('but', 'CC')]	[('and', 'CC'), ('but', 'CC')]	Dyad3-time1-condTD.txt
MOT	he doesn't have it run away  run away  run away  	['he', 'does', 'not', 'have', 'it', 'run', 'away', 'run', 'away', 'run', 'away']	['he', 'do', 'not', 'have', 'it', 'run', 'away', 'run', 'away', 'run', 'away']	[('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('it', 'PRP'), ('run', 'VB'), ('away', 'RP'), ('run', 'VB'), ('away', 'RB'), ('run', 'VB'), ('away', 'RP')]	[('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('it', 'PRP'), ('run', 'VB'), ('away', 'RP'), ('run', 'VB'), ('away', 'RB'), ('run', 'VB'), ('away', 'RP')]	Dyad3-time1-condTD.txt
CHI	evil and he doesn't have it   two arms  	['evil', 'and', 'he', 'does', 'not', 'have', 'it', 'two', 'arms']	['evil', 'and', 'he', 'do', 'not', 'have', 'it', 'two', 'arm']	[('evil', 'NN'), ('and', 'CC'), ('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('it', 'PRP'), ('two', 'CD'), ('arms', 'NNS')]	[('evil', 'NN'), ('and', 'CC'), ('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('it', 'PRP'), ('two', 'CD'), ('arm', 'NN')]	Dyad3-time1-condTD.txt
MOT	not like you with your bad arm  	['not', 'like', 'you', 'with', 'your', 'bad', 'arm']	['not', 'like', 'you', 'with', 'your', 'bad', 'arm']	[('not', 'RB'), ('like', 'IN'), ('you', 'PRP'), ('with', 'IN'), ('your', 'PRP$'), ('bad', 'JJ'), ('arm', 'NN')]	[('not', 'RB'), ('like', 'IN'), ('you', 'PRP'), ('with', 'IN'), ('your', 'PRP$'), ('bad', 'JJ'), ('arm', 'NN')]	Dyad3-time1-condTD.txt
CHI	yeah he's nice but he doesn't have it so we should wave  	['yeah', 'he', 'is', 'nice', 'but', 'he', 'does', 'not', 'have', 'it', 'so', 'we', 'should', 'wave']	['yeah', 'he', 'be', 'nice', 'but', 'he', 'do', 'not', 'have', 'it', 'so', 'we', 'should', 'wave']	[('yeah', 'NN'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ'), ('but', 'CC'), ('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('it', 'PRP'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('wave', 'VB')]	[('yeah', 'NN'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ'), ('but', 'CC'), ('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('it', 'PRP'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('wave', 'VB')]	Dyad3-time1-condTD.txt
MOT	nice but he doesn't have anything  	['nice', 'but', 'he', 'does', 'not', 'have', 'anything']	['nice', 'but', 'he', 'do', 'not', 'have', 'anything']	[('nice', 'RB'), ('but', 'CC'), ('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN')]	[('nice', 'RB'), ('but', 'CC'), ('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN')]	Dyad3-time1-condTD.txt
CHI	he's evil and he doesn't have anything  	['he', 'is', 'evil', 'and', 'he', 'does', 'not', 'have', 'anything']	['he', 'be', 'evil', 'and', 'he', 'do', 'not', 'have', 'anything']	[('he', 'PRP'), ('is', 'VBZ'), ('evil', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN')]	[('he', 'PRP'), ('be', 'VB'), ('evil', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN')]	Dyad3-time1-condTD.txt
MOT	run away  	['run', 'away']	['run', 'away']	[('run', 'VB'), ('away', 'RP')]	[('run', 'VB'), ('away', 'RP')]	Dyad3-time1-condTD.txt
CHI	so run away   nice and has it ask   and has it  	['so', 'run', 'away', 'nice', 'and', 'has', 'it', 'ask', 'and', 'has', 'it']	['so', 'run', 'away', 'nice', 'and', 'have', 'it', 'ask', 'and', 'have', 'it']	[('so', 'RB'), ('run', 'VB'), ('away', 'RP'), ('nice', 'JJ'), ('and', 'CC'), ('has', 'VBZ'), ('it', 'PRP'), ('ask', 'NN'), ('and', 'CC'), ('has', 'VBZ'), ('it', 'PRP')]	[('so', 'RB'), ('run', 'VB'), ('away', 'RP'), ('nice', 'JJ'), ('and', 'CC'), ('have', 'VBP'), ('it', 'PRP'), ('ask', 'NN'), ('and', 'CC'), ('have', 'VBP'), ('it', 'PRP')]	Dyad3-time1-condTD.txt
MOT	and has it  	['and', 'has', 'it']	['and', 'have', 'it']	[('and', 'CC'), ('has', 'VBZ'), ('it', 'PRP')]	[('and', 'CC'), ('have', 'VB'), ('it', 'PRP')]	Dyad3-time1-condTD.txt
CHI	so nice again  	['so', 'nice', 'again']	['so', 'nice', 'again']	[('so', 'RB'), ('nice', 'JJ'), ('again', 'RB')]	[('so', 'RB'), ('nice', 'JJ'), ('again', 'RB')]	Dyad3-time1-condTD.txt
MOT	yeah yeah  yeah 'cause it's not two factors yeah  yeah  yeah  yeah   i think the warts throw me off sometimes like this  	['yeah', 'yeah', 'yeah', 'because', 'it', 'is', 'not', 'two', 'factors', 'yeah', 'yeah', 'yeah', 'yeah', 'i', 'think', 'the', 'warts', 'throw', 'me', 'off', 'sometimes', 'like', 'this']	['yeah', 'yeah', 'yeah', 'because', 'it', 'be', 'not', 'two', 'factor', 'yeah', 'yeah', 'yeah', 'yeah', 'i', 'think', 'the', 'wart', 'throw', 'me', 'off', 'sometimes', 'like', 'this']	[('yeah', 'NN'), ('yeah', 'NN'), ('yeah', 'NN'), ('because', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('two', 'CD'), ('factors', 'NNS'), ('yeah', 'VBP'), ('yeah', 'RB'), ('yeah', 'JJ'), ('yeah', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('the', 'DT'), ('warts', 'NNS'), ('throw', 'VB'), ('me', 'PRP'), ('off', 'RP'), ('sometimes', 'RB'), ('like', 'IN'), ('this', 'DT')]	[('yeah', 'NN'), ('yeah', 'NN'), ('yeah', 'NN'), ('because', 'IN'), ('it', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('two', 'CD'), ('factor', 'NN'), ('yeah', 'CC'), ('yeah', 'NN'), ('yeah', 'NN'), ('yeah', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('the', 'DT'), ('wart', 'NN'), ('throw', 'VB'), ('me', 'PRP'), ('off', 'RP'), ('sometimes', 'RB'), ('like', 'IN'), ('this', 'DT')]	Dyad3-time1-condTD.txt
CHI	 you have to have warts and eyes  	['you', 'have', 'to', 'have', 'warts', 'and', 'eyes']	['you', 'have', 'to', 'have', 'wart', 'and', 'eye']	[('you', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('have', 'VB'), ('warts', 'NNS'), ('and', 'CC'), ('eyes', 'NNS')]	[('you', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('have', 'VB'), ('wart', 'NN'), ('and', 'CC'), ('eye', 'NN')]	Dyad3-time1-condTD.txt
MOT	don't have it  	['do', 'not', 'have', 'it']	['do', 'not', 'have', 'it']	[('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('it', 'PRP')]	[('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('it', 'PRP')]	Dyad3-time1-condTD.txt
CHI	but he's nice  	['but', 'he', 'is', 'nice']	['but', 'he', 'be', 'nice']	[('but', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ')]	[('but', 'CC'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ')]	Dyad3-time1-condTD.txt
MOT	but he's nice  	['but', 'he', 'is', 'nice']	['but', 'he', 'be', 'nice']	[('but', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ')]	[('but', 'CC'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ')]	Dyad3-time1-condTD.txt
CHI	so we should say hi  	['so', 'we', 'should', 'say', 'hi']	['so', 'we', 'should', 'say', 'hi']	[('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('say', 'VB'), ('hi', 'NN')]	[('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('say', 'VB'), ('hi', 'NN')]	Dyad3-time1-condTD.txt
MOT	yes right  	['yes', 'right']	['yes', 'right']	[('yes', 'RB'), ('right', 'JJ')]	[('yes', 'RB'), ('right', 'JJ')]	Dyad3-time1-condTD.txt
CHI	'cause the eyes and warts  but he doesn't have anything so we should run away   he's evil  	['because', 'the', 'eyes', 'and', 'warts', 'but', 'he', 'does', 'not', 'have', 'anything', 'so', 'we', 'should', 'run', 'away', 'he', 'is', 'evil']	['because', 'the', 'eye', 'and', 'wart', 'but', 'he', 'do', 'not', 'have', 'anything', 'so', 'we', 'should', 'run', 'away', 'he', 'be', 'evil']	[('because', 'IN'), ('the', 'DT'), ('eyes', 'NNS'), ('and', 'CC'), ('warts', 'NNS'), ('but', 'CC'), ('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('run', 'VB'), ('away', 'RP'), ('he', 'PRP'), ('is', 'VBZ'), ('evil', 'JJ')]	[('because', 'IN'), ('the', 'DT'), ('eye', 'NN'), ('and', 'CC'), ('wart', 'NN'), ('but', 'CC'), ('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('run', 'VB'), ('away', 'RP'), ('he', 'PRP'), ('be', 'VB'), ('evil', 'JJ')]	Dyad3-time1-condTD.txt
MOT	doesn't have anything  	['does', 'not', 'have', 'anything']	['do', 'not', 'have', 'anything']	[('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN')]	[('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN')]	Dyad3-time1-condTD.txt
CHI	doesn't have anything   so we should run away again   he's evil and he has it  	['does', 'not', 'have', 'anything', 'so', 'we', 'should', 'run', 'away', 'again', 'he', 'is', 'evil', 'and', 'he', 'has', 'it']	['do', 'not', 'have', 'anything', 'so', 'we', 'should', 'run', 'away', 'again', 'he', 'be', 'evil', 'and', 'he', 'have', 'it']	[('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('run', 'VB'), ('away', 'RB'), ('again', 'RB'), ('he', 'PRP'), ('is', 'VBZ'), ('evil', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('has', 'VBZ'), ('it', 'PRP')]	[('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('run', 'VB'), ('away', 'RB'), ('again', 'RB'), ('he', 'PRP'), ('be', 'VB'), ('evil', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('have', 'VBP'), ('it', 'PRP')]	Dyad3-time1-condTD.txt
MOT	steal it  steal it  	['steal', 'it', 'steal', 'it']	['steal', 'it', 'steal', 'it']	[('steal', 'VB'), ('it', 'PRP'), ('steal', 'VB'), ('it', 'PRP')]	[('steal', 'VB'), ('it', 'PRP'), ('steal', 'VB'), ('it', 'PRP')]	Dyad3-time1-condTD.txt
CHI	steal it   we can get our ship flying again  	['steal', 'it', 'we', 'can', 'get', 'our', 'ship', 'flying', 'again']	['steal', 'it', 'we', 'can', 'get', 'our', 'ship', 'fly', 'again']	[('steal', 'VB'), ('it', 'PRP'), ('we', 'PRP'), ('can', 'MD'), ('get', 'VB'), ('our', 'PRP$'), ('ship', 'NN'), ('flying', 'VBG'), ('again', 'RB')]	[('steal', 'VB'), ('it', 'PRP'), ('we', 'PRP'), ('can', 'MD'), ('get', 'VB'), ('our', 'PRP$'), ('ship', 'NN'), ('fly', 'NN'), ('again', 'RB')]	Dyad3-time1-condTD.txt
MOT	 good then we don't have to play again  	['good', 'then', 'we', 'do', 'not', 'have', 'to', 'play', 'again']	['good', 'then', 'we', 'do', 'not', 'have', 'to', 'play', 'again']	[('good', 'JJ'), ('then', 'RB'), ('we', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('to', 'TO'), ('play', 'VB'), ('again', 'RB')]	[('good', 'JJ'), ('then', 'RB'), ('we', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('to', 'TO'), ('play', 'VB'), ('again', 'RB')]	Dyad3-time1-condTD.txt
