original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
121	MOT	so the only difference between the last two and the last one and this one is eyes  	['so', 'the', 'only', 'difference', 'between', 'the', 'last', 'two', 'and', 'the', 'last', 'one', 'and', 'this', 'one', 'is', 'eyes']	['so', 'the', 'only', 'difference', 'between', 'the', 'last', 'two', 'and', 'the', 'last', 'one', 'and', 'this', 'one', 'be', 'eye']	[('so', 'RB'), ('the', 'DT'), ('only', 'JJ'), ('difference', 'NN'), ('between', 'IN'), ('the', 'DT'), ('last', 'JJ'), ('two', 'CD'), ('and', 'CC'), ('the', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('and', 'CC'), ('this', 'DT'), ('one', 'CD'), ('is', 'VBZ'), ('eyes', 'NNS')]	[('so', 'RB'), ('the', 'DT'), ('only', 'JJ'), ('difference', 'NN'), ('between', 'IN'), ('the', 'DT'), ('last', 'JJ'), ('two', 'CD'), ('and', 'CC'), ('the', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('and', 'CC'), ('this', 'DT'), ('one', 'CD'), ('be', 'VB'), ('eye', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
122	CHI	well this guy's the same as the other guy before him right  	"['well', 'this', 'guy', ""'s"", 'the', 'same', 'as', 'the', 'other', 'guy', 'before', 'him', 'right']"	"['well', 'this', 'guy', ""'s"", 'the', 'same', 'a', 'the', 'other', 'guy', 'before', 'him', 'right']"	"[('well', 'RB'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('same', 'JJ'), ('as', 'IN'), ('the', 'DT'), ('other', 'JJ'), ('guy', 'NN'), ('before', 'IN'), ('him', 'PRP'), ('right', 'RB')]"	"[('well', 'RB'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('same', 'JJ'), ('a', 'DT'), ('the', 'DT'), ('other', 'JJ'), ('guy', 'NN'), ('before', 'IN'), ('him', 'PRP'), ('right', 'RB')]"	Dyad4-time1-condTD.txt	time1-time1-condTD
123	MOT	the last one wasn't  	['the', 'last', 'one', 'was', 'not']	['the', 'last', 'one', 'be', 'not']	[('the', 'DT'), ('last', 'JJ'), ('one', 'NN'), ('was', 'VBD'), ('not', 'RB')]	[('the', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('be', 'VB'), ('not', 'RB')]	Dyad2-time1-condTD.txt	time1-time1-condTD
124	CHI	no same eyes the two  the two before   except i wasn't looking at the legs were the legs thin or fat  	['no', 'same', 'eyes', 'the', 'two', 'the', 'two', 'before', 'except', 'i', 'was', 'not', 'looking', 'at', 'the', 'legs', 'were', 'the', 'legs', 'thin', 'or', 'fat']	['no', 'same', 'eye', 'the', 'two', 'the', 'two', 'before', 'except', 'i', 'be', 'not', 'look', 'at', 'the', 'leg', 'be', 'the', 'leg', 'thin', 'or', 'fat']	[('no', 'DT'), ('same', 'JJ'), ('eyes', 'VBZ'), ('the', 'DT'), ('two', 'CD'), ('the', 'DT'), ('two', 'CD'), ('before', 'IN'), ('except', 'IN'), ('i', 'NN'), ('was', 'VBD'), ('not', 'RB'), ('looking', 'VBG'), ('at', 'IN'), ('the', 'DT'), ('legs', 'NNS'), ('were', 'VBD'), ('the', 'DT'), ('legs', 'NNS'), ('thin', 'VBP'), ('or', 'CC'), ('fat', 'VBP')]	[('no', 'DT'), ('same', 'JJ'), ('eye', 'NN'), ('the', 'DT'), ('two', 'CD'), ('the', 'DT'), ('two', 'CD'), ('before', 'IN'), ('except', 'IN'), ('i', 'NN'), ('be', 'VB'), ('not', 'RB'), ('look', 'VB'), ('at', 'IN'), ('the', 'DT'), ('leg', 'NN'), ('be', 'VB'), ('the', 'DT'), ('leg', 'NN'), ('thin', 'NN'), ('or', 'CC'), ('fat', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
125	MOT	this one you  you wave at   yep red eyes    i don't know about the red eyes but you either ask for it or you wave it's wave  	['this', 'one', 'you', 'you', 'wave', 'at', 'yep', 'red', 'eyes', 'i', 'do', 'not', 'know', 'about', 'the', 'red', 'eyes', 'but', 'you', 'either', 'ask', 'for', 'it', 'or', 'you', 'wave', 'it', 'is', 'wave']	['this', 'one', 'you', 'you', 'wave', 'at', 'yep', 'red', 'eye', 'i', 'do', 'not', 'know', 'about', 'the', 'red', 'eye', 'but', 'you', 'either', 'ask', 'for', 'it', 'or', 'you', 'wave', 'it', 'be', 'wave']	[('this', 'DT'), ('one', 'CD'), ('you', 'PRP'), ('you', 'PRP'), ('wave', 'VBP'), ('at', 'IN'), ('yep', 'NN'), ('red', 'JJ'), ('eyes', 'NNS'), ('i', 'RB'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('about', 'IN'), ('the', 'DT'), ('red', 'JJ'), ('eyes', 'NNS'), ('but', 'CC'), ('you', 'PRP'), ('either', 'VBP'), ('ask', 'VB'), ('for', 'IN'), ('it', 'PRP'), ('or', 'CC'), ('you', 'PRP'), ('wave', 'VBP'), ('it', 'PRP'), ('is', 'VBZ'), ('wave', 'JJ')]	[('this', 'DT'), ('one', 'CD'), ('you', 'PRP'), ('you', 'PRP'), ('wave', 'VBP'), ('at', 'IN'), ('yep', 'NN'), ('red', 'JJ'), ('eye', 'NN'), ('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('about', 'IN'), ('the', 'DT'), ('red', 'JJ'), ('eye', 'NN'), ('but', 'CC'), ('you', 'PRP'), ('either', 'VBP'), ('ask', 'VB'), ('for', 'IN'), ('it', 'PRP'), ('or', 'CC'), ('you', 'PRP'), ('wave', 'VBP'), ('it', 'PRP'), ('be', 'VB'), ('wave', 'VBN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
126	CHI	no  no the one  not the one we just did but two before  	['no', 'no', 'the', 'one', 'not', 'the', 'one', 'we', 'just', 'did', 'but', 'two', 'before']	['no', 'no', 'the', 'one', 'not', 'the', 'one', 'we', 'just', 'do', 'but', 'two', 'before']	[('no', 'DT'), ('no', 'DT'), ('the', 'DT'), ('one', 'CD'), ('not', 'RB'), ('the', 'DT'), ('one', 'CD'), ('we', 'PRP'), ('just', 'RB'), ('did', 'VBD'), ('but', 'CC'), ('two', 'CD'), ('before', 'IN')]	[('no', 'DT'), ('no', 'DT'), ('the', 'DT'), ('one', 'CD'), ('not', 'RB'), ('the', 'DT'), ('one', 'CD'), ('we', 'PRP'), ('just', 'RB'), ('do', 'VBP'), ('but', 'CC'), ('two', 'CD'), ('before', 'IN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
127	MOT	i'm thinking back to the other ones  	['i', 'am', 'thinking', 'back', 'to', 'the', 'other', 'ones']	['i', 'be', 'think', 'back', 'to', 'the', 'other', 'one']	[('i', 'NN'), ('am', 'VBP'), ('thinking', 'VBG'), ('back', 'RB'), ('to', 'TO'), ('the', 'DT'), ('other', 'JJ'), ('ones', 'NNS')]	[('i', 'RB'), ('be', 'VB'), ('think', 'VBP'), ('back', 'RB'), ('to', 'TO'), ('the', 'DT'), ('other', 'JJ'), ('one', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
128	CHI	did he have big legs or skinny legs  	['did', 'he', 'have', 'big', 'legs', 'or', 'skinny', 'legs']	['do', 'he', 'have', 'big', 'leg', 'or', 'skinny', 'leg']	[('did', 'VBD'), ('he', 'PRP'), ('have', 'VB'), ('big', 'JJ'), ('legs', 'NNS'), ('or', 'CC'), ('skinny', 'JJ'), ('legs', 'NNS')]	[('do', 'VB'), ('he', 'PRP'), ('have', 'VB'), ('big', 'JJ'), ('leg', 'NN'), ('or', 'CC'), ('skinny', 'NN'), ('leg', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
129	MOT	i don't think we run  	['i', 'do', 'not', 'think', 'we', 'run']	['i', 'do', 'not', 'think', 'we', 'run']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('we', 'PRP'), ('run', 'VBP')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('we', 'PRP'), ('run', 'VBP')]	Dyad2-time1-condTD.txt	time1-time1-condTD
130	CHI	so he looks alright so let's ask him no  	['so', 'he', 'looks', 'alright', 'so', 'let', 'us', 'ask', 'him', 'no']	['so', 'he', 'look', 'alright', 'so', 'let', 'u', 'ask', 'him', 'no']	[('so', 'RB'), ('he', 'PRP'), ('looks', 'VBZ'), ('alright', 'RB'), ('so', 'RB'), ('let', 'VB'), ('us', 'PRP'), ('ask', 'VB'), ('him', 'PRP'), ('no', 'DT')]	[('so', 'RB'), ('he', 'PRP'), ('look', 'VB'), ('alright', 'RB'), ('so', 'RB'), ('let', 'JJ'), ('u', 'JJ'), ('ask', 'VB'), ('him', 'PRP'), ('no', 'DT')]	Dyad4-time1-condTD.txt	time1-time1-condTD
131	MOT	see wave  	['see', 'wave']	['see', 'wave']	[('see', 'NNS'), ('wave', 'VBP')]	[('see', 'NNS'), ('wave', 'VBP')]	Dyad2-time1-condTD.txt	time1-time1-condTD
132	CHI	should've waved   i don't know  	['should', 'have', 'waved', 'i', 'do', 'not', 'know']	['should', 'have', 'wave', 'i', 'do', 'not', 'know']	[('should', 'MD'), ('have', 'VB'), ('waved', 'VBN'), ('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	[('should', 'MD'), ('have', 'VB'), ('wave', 'NN'), ('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	Dyad4-time1-condTD.txt	time1-time1-condTD
133	MOT	big eyes  	['big', 'eyes']	['big', 'eye']	[('big', 'JJ'), ('eyes', 'NNS')]	[('big', 'JJ'), ('eye', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
134	CHI	okay this guy is buff fat legs blue and some spots  	['okay', 'this', 'guy', 'is', 'buff', 'fat', 'legs', 'blue', 'and', 'some', 'spots']	['okay', 'this', 'guy', 'be', 'buff', 'fat', 'leg', 'blue', 'and', 'some', 'spot']	[('okay', 'NN'), ('this', 'DT'), ('guy', 'NN'), ('is', 'VBZ'), ('buff', 'JJ'), ('fat', 'JJ'), ('legs', 'NNS'), ('blue', 'NN'), ('and', 'CC'), ('some', 'DT'), ('spots', 'NNS')]	[('okay', 'NN'), ('this', 'DT'), ('guy', 'NN'), ('be', 'VB'), ('buff', 'VBN'), ('fat', 'JJ'), ('leg', 'NN'), ('blue', 'NN'), ('and', 'CC'), ('some', 'DT'), ('spot', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
135	MOT	so you think spots is angry  	['so', 'you', 'think', 'spots', 'is', 'angry']	['so', 'you', 'think', 'spot', 'be', 'angry']	[('so', 'RB'), ('you', 'PRP'), ('think', 'VBP'), ('spots', 'NNS'), ('is', 'VBZ'), ('angry', 'JJ')]	[('so', 'RB'), ('you', 'PRP'), ('think', 'VBP'), ('spot', 'RB'), ('be', 'VB'), ('angry', 'JJ')]	Dyad2-time1-condTD.txt	time1-time1-condTD
136	CHI	should we run  	['should', 'we', 'run']	['should', 'we', 'run']	[('should', 'MD'), ('we', 'PRP'), ('run', 'VB')]	[('should', 'MD'), ('we', 'PRP'), ('run', 'VB')]	Dyad4-time1-condTD.txt	time1-time1-condTD
137	MOT	whatabout big eyes  	['whatabout', 'big', 'eyes']	['whatabout', 'big', 'eye']	[('whatabout', 'RB'), ('big', 'JJ'), ('eyes', 'NNS')]	[('whatabout', 'RB'), ('big', 'JJ'), ('eye', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
138	CHI	steal from this guy and then the eyes that what  	['steal', 'from', 'this', 'guy', 'and', 'then', 'the', 'eyes', 'that', 'what']	['steal', 'from', 'this', 'guy', 'and', 'then', 'the', 'eye', 'that', 'what']	[('steal', 'NN'), ('from', 'IN'), ('this', 'DT'), ('guy', 'NN'), ('and', 'CC'), ('then', 'RB'), ('the', 'DT'), ('eyes', 'NNS'), ('that', 'IN'), ('what', 'WP')]	[('steal', 'NN'), ('from', 'IN'), ('this', 'DT'), ('guy', 'NN'), ('and', 'CC'), ('then', 'RB'), ('the', 'DT'), ('eye', 'NN'), ('that', 'IN'), ('what', 'WP')]	Dyad4-time1-condTD.txt	time1-time1-condTD
139	MOT	 i don't think that's the  	['i', 'do', 'not', 'think', 'that', 'is', 'the']	['i', 'do', 'not', 'think', 'that', 'be', 'the']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('that', 'DT'), ('is', 'VBZ'), ('the', 'DT')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('that', 'IN'), ('be', 'VB'), ('the', 'DT')]	Dyad2-time1-condTD.txt	time1-time1-condTD
140	CHI	changed it to what  	['changed', 'it', 'to', 'what']	['change', 'it', 'to', 'what']	[('changed', 'VBD'), ('it', 'PRP'), ('to', 'TO'), ('what', 'WP')]	[('change', 'NN'), ('it', 'PRP'), ('to', 'TO'), ('what', 'WP')]	Dyad4-time1-condTD.txt	time1-time1-condTD
141	MOT	i'd wave or  or we either wave or ask those are my two  	['i', 'would', 'wave', 'or', 'or', 'we', 'either', 'wave', 'or', 'ask', 'those', 'are', 'my', 'two']	['i', 'would', 'wave', 'or', 'or', 'we', 'either', 'wave', 'or', 'ask', 'those', 'be', 'my', 'two']	[('i', 'NN'), ('would', 'MD'), ('wave', 'VB'), ('or', 'CC'), ('or', 'CC'), ('we', 'PRP'), ('either', 'CC'), ('wave', 'VB'), ('or', 'CC'), ('ask', 'VB'), ('those', 'DT'), ('are', 'VBP'), ('my', 'PRP$'), ('two', 'CD')]	[('i', 'NN'), ('would', 'MD'), ('wave', 'VB'), ('or', 'CC'), ('or', 'CC'), ('we', 'PRP'), ('either', 'CC'), ('wave', 'VB'), ('or', 'CC'), ('ask', 'VB'), ('those', 'DT'), ('be', 'VB'), ('my', 'PRP$'), ('two', 'CD')]	Dyad2-time1-condTD.txt	time1-time1-condTD
142	CHI	arms up  	['arms', 'up']	['arm', 'up']	[('arms', 'NNS'), ('up', 'RP')]	[('arm', 'NN'), ('up', 'RP')]	Dyad4-time1-condTD.txt	time1-time1-condTD
143	MOT	the only thing it's got different are the eyes that's the one maybe you ask for it  	['the', 'only', 'thing', 'it', 'is', 'got', 'different', 'are', 'the', 'eyes', 'that', 'is', 'the', 'one', 'maybe', 'you', 'ask', 'for', 'it']	['the', 'only', 'thing', 'it', 'be', 'got', 'different', 'be', 'the', 'eye', 'that', 'be', 'the', 'one', 'maybe', 'you', 'ask', 'for', 'it']	[('the', 'DT'), ('only', 'JJ'), ('thing', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('got', 'JJ'), ('different', 'JJ'), ('are', 'VBP'), ('the', 'DT'), ('eyes', 'NNS'), ('that', 'WDT'), ('is', 'VBZ'), ('the', 'DT'), ('one', 'CD'), ('maybe', 'NN'), ('you', 'PRP'), ('ask', 'VBP'), ('for', 'IN'), ('it', 'PRP')]	[('the', 'DT'), ('only', 'JJ'), ('thing', 'NN'), ('it', 'PRP'), ('be', 'VB'), ('got', 'VBN'), ('different', 'JJ'), ('be', 'VB'), ('the', 'DT'), ('eye', 'NN'), ('that', 'WDT'), ('be', 'VB'), ('the', 'DT'), ('one', 'CD'), ('maybe', 'NN'), ('you', 'PRP'), ('ask', 'VBP'), ('for', 'IN'), ('it', 'PRP')]	Dyad2-time1-condTD.txt	time1-time1-condTD
144	CHI	red eyes   did we steal from him  	['red', 'eyes', 'did', 'we', 'steal', 'from', 'him']	['red', 'eye', 'do', 'we', 'steal', 'from', 'him']	[('red', 'JJ'), ('eyes', 'NNS'), ('did', 'VBD'), ('we', 'PRP'), ('steal', 'VB'), ('from', 'IN'), ('him', 'PRP')]	[('red', 'JJ'), ('eye', 'NN'), ('do', 'VBP'), ('we', 'PRP'), ('steal', 'VB'), ('from', 'IN'), ('him', 'PRP')]	Dyad4-time1-condTD.txt	time1-time1-condTD
145	MOT	if that's what actually the driver  	['if', 'that', 'is', 'what', 'actually', 'the', 'driver']	['if', 'that', 'be', 'what', 'actually', 'the', 'driver']	[('if', 'IN'), ('that', 'DT'), ('is', 'VBZ'), ('what', 'WDT'), ('actually', 'RB'), ('the', 'DT'), ('driver', 'NN')]	[('if', 'IN'), ('that', 'DT'), ('be', 'VB'), ('what', 'WP'), ('actually', 'RB'), ('the', 'DT'), ('driver', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
146	CHI	i think okay skinny arms this  this guy has skipped leg day green   we're gonna  we're gonna give him a wave  	['i', 'think', 'okay', 'skinny', 'arms', 'this', 'this', 'guy', 'has', 'skipped', 'leg', 'day', 'green', 'we', 'are', 'gon', 'na', 'we', 'are', 'gon', 'na', 'give', 'him', 'a', 'wave']	['i', 'think', 'okay', 'skinny', 'arm', 'this', 'this', 'guy', 'have', 'skip', 'leg', 'day', 'green', 'we', 'be', 'gon', 'na', 'we', 'be', 'gon', 'na', 'give', 'him', 'a', 'wave']	[('i', 'NN'), ('think', 'VBP'), ('okay', 'IN'), ('skinny', 'NN'), ('arms', 'NNS'), ('this', 'DT'), ('this', 'DT'), ('guy', 'NN'), ('has', 'VBZ'), ('skipped', 'VBN'), ('leg', 'JJ'), ('day', 'NN'), ('green', 'IN'), ('we', 'PRP'), ('are', 'VBP'), ('gon', 'VBG'), ('na', 'IN'), ('we', 'PRP'), ('are', 'VBP'), ('gon', 'VBG'), ('na', 'TO'), ('give', 'VB'), ('him', 'PRP'), ('a', 'DT'), ('wave', 'NN')]	[('i', 'NN'), ('think', 'VBP'), ('okay', 'IN'), ('skinny', 'JJ'), ('arm', 'NN'), ('this', 'DT'), ('this', 'DT'), ('guy', 'NN'), ('have', 'VBP'), ('skip', 'VBN'), ('leg', 'JJ'), ('day', 'NN'), ('green', 'VBD'), ('we', 'PRP'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'IN'), ('we', 'PRP'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'TO'), ('give', 'VB'), ('him', 'PRP'), ('a', 'DT'), ('wave', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
147	MOT	you waved i thought you were gonna  	['you', 'waved', 'i', 'thought', 'you', 'were', 'gon', 'na']	['you', 'wave', 'i', 'think', 'you', 'be', 'gon', 'na']	[('you', 'PRP'), ('waved', 'VBD'), ('i', 'VB'), ('thought', 'VBN'), ('you', 'PRP'), ('were', 'VBD'), ('gon', 'VBG'), ('na', 'TO')]	[('you', 'PRP'), ('wave', 'VBP'), ('i', 'JJ'), ('think', 'VBP'), ('you', 'PRP'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'TO')]	Dyad2-time1-condTD.txt	time1-time1-condTD
148	CHI	we might be dumb   this guy's the exact same with weird eyes  	"['we', 'might', 'be', 'dumb', 'this', 'guy', ""'s"", 'the', 'exact', 'same', 'with', 'weird', 'eyes']"	"['we', 'might', 'be', 'dumb', 'this', 'guy', ""'s"", 'the', 'exact', 'same', 'with', 'weird', 'eye']"	"[('we', 'PRP'), ('might', 'MD'), ('be', 'VB'), ('dumb', 'JJ'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('exact', 'JJ'), ('same', 'JJ'), ('with', 'IN'), ('weird', 'JJ'), ('eyes', 'NNS')]"	"[('we', 'PRP'), ('might', 'MD'), ('be', 'VB'), ('dumb', 'JJ'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('exact', 'JJ'), ('same', 'JJ'), ('with', 'IN'), ('weird', 'JJ'), ('eye', 'NN')]"	Dyad4-time1-condTD.txt	time1-time1-condTD
149	MOT	this one you ask for right  	['this', 'one', 'you', 'ask', 'for', 'right']	['this', 'one', 'you', 'ask', 'for', 'right']	[('this', 'DT'), ('one', 'CD'), ('you', 'PRP'), ('ask', 'VBP'), ('for', 'IN'), ('right', 'NN')]	[('this', 'DT'), ('one', 'CD'), ('you', 'PRP'), ('ask', 'VBP'), ('for', 'IN'), ('right', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
150	CHI	i just like stealing  	['i', 'just', 'like', 'stealing']	['i', 'just', 'like', 'steal']	[('i', 'NN'), ('just', 'RB'), ('like', 'IN'), ('stealing', 'VBG')]	[('i', 'NN'), ('just', 'RB'), ('like', 'IN'), ('steal', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
151	MOT	it goes against the pattern sofar  	['it', 'goes', 'against', 'the', 'pattern', 'sofar']	['it', 'go', 'against', 'the', 'pattern', 'sofar']	[('it', 'PRP'), ('goes', 'VBZ'), ('against', 'IN'), ('the', 'DT'), ('pattern', 'NN'), ('sofar', 'RB')]	[('it', 'PRP'), ('go', 'VB'), ('against', 'IN'), ('the', 'DT'), ('pattern', 'NN'), ('sofar', 'RB')]	Dyad2-time1-condTD.txt	time1-time1-condTD
152	CHI	it's not legs their legs were the same their colors were the same except their eyes their eyes are what changed so i think  i think red eye means steal  	['it', 'is', 'not', 'legs', 'their', 'legs', 'were', 'the', 'same', 'their', 'colors', 'were', 'the', 'same', 'except', 'their', 'eyes', 'their', 'eyes', 'are', 'what', 'changed', 'so', 'i', 'think', 'i', 'think', 'red', 'eye', 'means', 'steal']	['it', 'be', 'not', 'legs', 'their', 'leg', 'be', 'the', 'same', 'their', 'color', 'be', 'the', 'same', 'except', 'their', 'eye', 'their', 'eye', 'be', 'what', 'change', 'so', 'i', 'think', 'i', 'think', 'red', 'eye', 'mean', 'steal']	[('it', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('legs', 'JJ'), ('their', 'PRP$'), ('legs', 'NNS'), ('were', 'VBD'), ('the', 'DT'), ('same', 'JJ'), ('their', 'PRP$'), ('colors', 'NNS'), ('were', 'VBD'), ('the', 'DT'), ('same', 'JJ'), ('except', 'IN'), ('their', 'PRP$'), ('eyes', 'NNS'), ('their', 'PRP$'), ('eyes', 'NNS'), ('are', 'VBP'), ('what', 'WP'), ('changed', 'VBD'), ('so', 'RB'), ('i', 'JJ'), ('think', 'VBP'), ('i', 'JJ'), ('think', 'VBP'), ('red', 'JJ'), ('eye', 'NN'), ('means', 'VBZ'), ('steal', 'JJ')]	[('it', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('legs', 'VB'), ('their', 'PRP$'), ('leg', 'NN'), ('be', 'VB'), ('the', 'DT'), ('same', 'JJ'), ('their', 'PRP$'), ('color', 'NN'), ('be', 'VB'), ('the', 'DT'), ('same', 'JJ'), ('except', 'IN'), ('their', 'PRP$'), ('eye', 'NN'), ('their', 'PRP$'), ('eye', 'NN'), ('be', 'VB'), ('what', 'WP'), ('change', 'NN'), ('so', 'RB'), ('i', 'JJ'), ('think', 'VBP'), ('i', 'JJ'), ('think', 'VBP'), ('red', 'JJ'), ('eye', 'NN'), ('mean', 'NN'), ('steal', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
153	MOT	what if the pattern changes  	['what', 'if', 'the', 'pattern', 'changes']	['what', 'if', 'the', 'pattern', 'change']	[('what', 'WP'), ('if', 'IN'), ('the', 'DT'), ('pattern', 'NN'), ('changes', 'NNS')]	[('what', 'WP'), ('if', 'IN'), ('the', 'DT'), ('pattern', 'NN'), ('change', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
154	CHI	well i'm just gonna go with that   okay so this guy's the exact same with weak arms  	"['well', 'i', 'am', 'just', 'gon', 'na', 'go', 'with', 'that', 'okay', 'so', 'this', 'guy', ""'s"", 'the', 'exact', 'same', 'with', 'weak', 'arms']"	"['well', 'i', 'be', 'just', 'gon', 'na', 'go', 'with', 'that', 'okay', 'so', 'this', 'guy', ""'s"", 'the', 'exact', 'same', 'with', 'weak', 'arm']"	"[('well', 'RB'), ('i', 'RB'), ('am', 'VBP'), ('just', 'RB'), ('gon', 'NN'), ('na', 'TO'), ('go', 'VB'), ('with', 'IN'), ('that', 'DT'), ('okay', 'VBZ'), ('so', 'RB'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('exact', 'JJ'), ('same', 'JJ'), ('with', 'IN'), ('weak', 'JJ'), ('arms', 'NNS')]"	"[('well', 'RB'), ('i', 'RB'), ('be', 'VB'), ('just', 'RB'), ('gon', 'VB'), ('na', 'TO'), ('go', 'VB'), ('with', 'IN'), ('that', 'DT'), ('okay', 'VBZ'), ('so', 'RB'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('exact', 'JJ'), ('same', 'JJ'), ('with', 'IN'), ('weak', 'JJ'), ('arm', 'NN')]"	Dyad4-time1-condTD.txt	time1-time1-condTD
155	MOT	when you pick up the pattern it changes   doesn't matter  	['when', 'you', 'pick', 'up', 'the', 'pattern', 'it', 'changes', 'does', 'not', 'matter']	['when', 'you', 'pick', 'up', 'the', 'pattern', 'it', 'change', 'do', 'not', 'matter']	[('when', 'WRB'), ('you', 'PRP'), ('pick', 'VBP'), ('up', 'RP'), ('the', 'DT'), ('pattern', 'NN'), ('it', 'PRP'), ('changes', 'VBZ'), ('does', 'VBZ'), ('not', 'RB'), ('matter', 'VB')]	[('when', 'WRB'), ('you', 'PRP'), ('pick', 'VBP'), ('up', 'RP'), ('the', 'DT'), ('pattern', 'NN'), ('it', 'PRP'), ('change', 'VBZ'), ('do', 'VBP'), ('not', 'RB'), ('matter', 'VB')]	Dyad2-time1-condTD.txt	time1-time1-condTD
156	CHI	we're nailing it  	['we', 'are', 'nailing', 'it']	['we', 'be', 'nail', 'it']	[('we', 'PRP'), ('are', 'VBP'), ('nailing', 'VBG'), ('it', 'PRP')]	[('we', 'PRP'), ('be', 'VB'), ('nail', 'VBN'), ('it', 'PRP')]	Dyad4-time1-condTD.txt	time1-time1-condTD
158	MOT	terrible this is embarrassing  	['terrible', 'this', 'is', 'embarrassing']	['terrible', 'this', 'be', 'embarrass']	[('terrible', 'JJ'), ('this', 'DT'), ('is', 'VBZ'), ('embarrassing', 'VBG')]	[('terrible', 'JJ'), ('this', 'DT'), ('be', 'VB'), ('embarrass', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
158	CHI	yeah  i have gems i have no gems    okay so this guy is   i'm gonna run away from this guy look at him  	['yeah', 'i', 'have', 'gems', 'i', 'have', 'no', 'gems', 'okay', 'so', 'this', 'guy', 'is', 'i', 'am', 'gon', 'na', 'run', 'away', 'from', 'this', 'guy', 'look', 'at', 'him']	['yeah', 'i', 'have', 'gems', 'i', 'have', 'no', 'gem', 'okay', 'so', 'this', 'guy', 'be', 'i', 'be', 'gon', 'na', 'run', 'away', 'from', 'this', 'guy', 'look', 'at', 'him']	[('yeah', 'NN'), ('i', 'NNS'), ('have', 'VBP'), ('gems', 'VBN'), ('i', 'NNS'), ('have', 'VBP'), ('no', 'DT'), ('gems', 'NNS'), ('okay', 'RB'), ('so', 'RB'), ('this', 'DT'), ('guy', 'NN'), ('is', 'VBZ'), ('i', 'JJ'), ('am', 'VBP'), ('gon', 'VBG'), ('na', 'TO'), ('run', 'VB'), ('away', 'RB'), ('from', 'IN'), ('this', 'DT'), ('guy', 'NN'), ('look', 'NN'), ('at', 'IN'), ('him', 'PRP')]	[('yeah', 'NN'), ('i', 'NNS'), ('have', 'VBP'), ('gems', 'VBN'), ('i', 'NNS'), ('have', 'VBP'), ('no', 'DT'), ('gem', 'NN'), ('okay', 'RB'), ('so', 'RB'), ('this', 'DT'), ('guy', 'NN'), ('be', 'VB'), ('i', 'JJ'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'TO'), ('run', 'VB'), ('away', 'RB'), ('from', 'IN'), ('this', 'DT'), ('guy', 'NN'), ('look', 'NN'), ('at', 'IN'), ('him', 'PRP')]	Dyad4-time1-condTD.txt	time1-time1-condTD
